tarih-saat,latitude,longitude,depth,magnitude
13-10-2023 16:32:42,36.661,36.317,2.01,1.8
13-10-2023 16:46:34,37.493,36.92,7,0.9
13-10-2023 17:01:10,37.018,28.916,7,1.4
13-10-2023 17:05:12,38.202,38.625,7,1.5
13-10-2023 17:24:38,39.41,28.284,7,1.5
13-10-2023 17:26:40,37.909,26.612,6.88,3.3
13-10-2023 17:48:34,37.868,36.571,7,1.9
13-10-2023 18:09:35,36.174,33.515,6.03,1.6
13-10-2023 18:50:37,37.898,36.214,7.23,2.2
13-10-2023 19:11:29,37.919,36.316,7.21,1.8
13-10-2023 19:49:18,37.751,35.65,7.01,1.7
13-10-2023 20:00:25,37.216,28.984,8.34,1.6
13-10-2023 20:03:22,37.256,36.822,5.32,2.0
13-10-2023 20:05:31,38.257,38.288,7.73,1.6
13-10-2023 20:13:03,37.444,36.878,8.02,1.5
13-10-2023 20:13:19,38.332,27.191,7,2.0
13-10-2023 20:47:32,38.257,27.455,7,2.0
13-10-2023 21:00:40,37.922,26.954,6.82,1.7
13-10-2023 21:20:10,35.776,27.292,18.47,2.0
13-10-2023 21:25:28,37.226,36.84,7,1.9
13-10-2023 22:15:11,38.741,43.526,7,2.7
13-10-2023 22:54:07,40.804,31.02,12.01,3.1
14-10-2023 00:15:54,38.054,37.751,7,0.8
14-10-2023 00:20:53,38.074,36.603,11.02,2.4
14-10-2023 00:22:28,38.918,44.594,8.08,2.8
14-10-2023 00:49:26,36.036,28.155,40.04,2.0
14-10-2023 00:56:58,38.433,37.504,7.02,1.8
14-10-2023 01:05:32,36.642,36.374,5.96,1.5
14-10-2023 01:46:04,38.117,36.954,7.07,1.6
14-10-2023 02:04:48,38.409,37.539,7.01,1.5
14-10-2023 02:05:42,38.382,39.133,7.59,1.6
14-10-2023 02:30:13,40.618,32.774,6.96,1.6
14-10-2023 02:30:38,35.49,27.203,19.62,2.9
14-10-2023 02:37:05,40.286,23.312,7.27,3.2
14-10-2023 02:48:27,38.119,37.776,10.41,1.7
14-10-2023 03:24:41,37.867,36.655,11.57,2.1
14-10-2023 04:29:05,37.801,37.62,8.54,2.4
14-10-2023 05:11:49,38.404,37.518,7,1.7
14-10-2023 05:33:03,36.831,36.191,7.02,1.4
14-10-2023 06:11:42,38.121,40.068,7.02,1.7
14-10-2023 06:46:42,34.912,24.665,50.5,3.4
14-10-2023 06:48:22,39.023,30.153,7,1.2
14-10-2023 06:53:03,38.223,38.099,7,1.6
14-10-2023 07:20:16,34.873,24.594,15,3.9
14-10-2023 08:07:36,38.088,37.756,11.83,1.6
14-10-2023 08:09:19,37.122,36.933,7,1.5
14-10-2023 08:10:52,36.949,36.549,7.02,1.5
14-10-2023 08:48:55,37.325,37.057,7.72,3.6
14-10-2023 08:55:13,38.281,38.31,8.2,1.5
14-10-2023 08:57:53,36.207,36.108,7.18,3.1
14-10-2023 09:04:25,37.912,36.171,6.91,2.0
14-10-2023 09:18:34,38.874,37.4,7.02,3.0
14-10-2023 09:25:04,37.881,36.195,7,2.6
14-10-2023 09:38:33,37.317,37.057,6.51,2.4
14-10-2023 09:54:00,39.078,27.537,7.01,2.2
14-10-2023 09:55:11,37.969,27.17,7,1.9
14-10-2023 10:04:34,38.089,38.406,9.55,3.7
14-10-2023 10:27:44,38.13,38.55,7,2.0
14-10-2023 10:31:23,37.257,37.006,7,1.6
14-10-2023 11:00:04,34.468,24.711,7.22,4.1
14-10-2023 12:13:20,37.357,37.143,7,1.3
14-10-2023 12:15:33,38.067,37.765,4.59,2.4
14-10-2023 12:46:19,40.008,27.002,6.99,1.4
14-10-2023 12:48:25,40.702,32.342,7,1.7
14-10-2023 12:53:38,38.086,37.475,6.86,1.8
14-10-2023 13:01:59,36.759,33.823,7.01,3.5
14-10-2023 13:06:05,40.814,40.563,7.47,1.1
14-10-2023 13:30:37,36.782,33.842,7,2.3
14-10-2023 13:36:36,38.06,36.571,7,1.9
14-10-2023 13:51:56,38.075,37.214,7,2.9
14-10-2023 13:55:02,36.771,33.842,7,1.4
14-10-2023 14:47:00,37.183,36.676,10.28,1.5
14-10-2023 14:49:56,39.501,27.704,7,1.4
14-10-2023 15:02:10,38.082,37.81,4.47,3.5
14-10-2023 15:28:20,38.138,36.721,6.99,2.2
14-10-2023 15:53:35,38.41,37.46,7,2.7
14-10-2023 16:02:13,37.808,36.624,7.01,1.7
14-10-2023 16:14:26,36.235,26.57,57.69,3.4
14-10-2023 16:56:36,37.469,36.991,7,1.6
14-10-2023 17:07:09,40.874,31.736,7.7,4.5
14-10-2023 17:10:30,40.881,31.719,7,1.2
14-10-2023 17:11:21,40.874,31.741,7,1.6
14-10-2023 17:12:38,40.874,31.743,7,0.8
14-10-2023 17:13:30,40.874,31.733,7,0.7
14-10-2023 17:18:01,37.374,36.987,12.65,1.4
14-10-2023 17:24:36,40.877,31.722,7.17,2.0
14-10-2023 17:25:34,37.336,36.878,16.37,1.5
14-10-2023 17:27:37,39.45,27.835,10.09,2.2
14-10-2023 17:42:21,40.868,31.734,7,1.3
14-10-2023 17:47:29,40.868,31.74,6.73,2.2
14-10-2023 17:47:48,39.453,27.818,9.38,1.4
14-10-2023 18:06:08,37.477,38.731,7,1.0
14-10-2023 18:10:45,37.627,29.261,6.9,0.8
14-10-2023 18:23:12,38.352,27.212,13.69,1.5
14-10-2023 18:24:59,38.099,38.196,7.91,1.4
14-10-2023 18:35:12,40.857,31.737,11.66,1.4
14-10-2023 18:37:26,37.891,27.46,3.43,1.5
14-10-2023 18:42:20,38.542,28.179,7.44,1.3
14-10-2023 18:51:03,38.953,43.511,13.64,1.3
14-10-2023 18:54:45,38.206,37.146,6.62,1.5
14-10-2023 18:55:22,37.885,36.341,9.69,2.7
14-10-2023 18:56:29,37.448,36.998,7.66,1.3
14-10-2023 19:04:57,37.869,36.188,7.67,1.6
14-10-2023 19:08:55,37.388,37.041,7.03,0.9
14-10-2023 19:09:12,36.376,36.154,7,2.6
14-10-2023 19:19:44,40.875,31.736,7.07,1.5
14-10-2023 19:27:04,39.524,37.88,8.38,1.3
14-10-2023 19:30:49,38.567,39.502,7,0.8
14-10-2023 19:40:00,37.661,35.383,6.99,0.9
14-10-2023 19:42:50,40.856,31.728,7.02,1.0
14-10-2023 19:48:05,38.225,27.694,6.99,1.1
14-10-2023 19:48:23,38.098,38.46,7,1.3
14-10-2023 20:00:59,38.176,38.542,6.98,1.6
14-10-2023 20:07:42,37.888,36.217,9.05,1.8
14-10-2023 20:11:44,37.292,37.019,9.04,1.1
14-10-2023 20:15:21,38.07,37.256,7,1.2
14-10-2023 20:23:50,39.628,26.148,24.66,2.0
14-10-2023 20:39:52,38.164,38.636,7.04,0.8
14-10-2023 20:41:41,37.99,25.712,6.81,1.7
14-10-2023 20:50:22,37.605,38.484,9.57,1.6
14-10-2023 21:02:11,38.39,39.125,7,2.8
14-10-2023 21:22:06,37.973,27.158,7.5,1.8
14-10-2023 21:41:46,38.964,42.523,7.01,1.6
14-10-2023 21:56:34,37.493,35.433,7,1.5
14-10-2023 22:05:32,38.001,36.471,7.04,2.1
14-10-2023 22:33:32,38.527,28.144,7.06,2.0
14-10-2023 22:35:26,38.538,39.513,7.01,1.3
14-10-2023 22:42:45,38.527,28.201,6.98,1.4
14-10-2023 22:44:09,39.568,26.085,12.74,2.3
14-10-2023 23:13:12,38.103,38.383,7,1.0
14-10-2023 23:27:47,40.517,35.419,7.09,1.0
14-10-2023 23:34:19,37.805,36.318,6.94,2.0
14-10-2023 23:47:48,38.109,37.436,6.84,1.8
14-10-2023 23:58:49,38.53,28.153,7.02,1.4
15-10-2023 00:01:58,37.825,36.335,7.07,1.4
15-10-2023 00:02:55,38.525,28.18,7,0.9
15-10-2023 00:04:07,37.975,36.529,6.98,1.6
15-10-2023 00:05:00,38.543,45.035,7,1.5
15-10-2023 00:12:11,37.874,36.532,7,0.9
15-10-2023 00:13:21,37.688,35.987,9.59,1.6
15-10-2023 00:21:59,39.511,25.865,15.47,1.0
15-10-2023 00:31:13,37.812,36.603,7.06,2.0
15-10-2023 00:35:12,38.057,37.83,7.07,1.1
15-10-2023 00:38:42,36.206,36.158,7.14,1.4
15-10-2023 00:46:51,38.34,27.177,8.59,1.5
15-10-2023 00:51:23,38.541,28.184,7.12,2.2
15-10-2023 00:53:06,37.978,44.722,6.5,1.6
15-10-2023 01:04:34,36.967,36.52,10.13,1.1
15-10-2023 01:05:28,39.218,29.349,12.67,2.1
15-10-2023 01:08:10,36.055,28.953,7,1.8
15-10-2023 01:09:10,40.576,35.439,7,1.0
15-10-2023 01:27:41,38.739,40.036,17.94,1.0
15-10-2023 01:31:54,37.531,37.254,10.28,3.8
15-10-2023 01:45:06,40.872,31.724,7.25,1.0
15-10-2023 01:51:24,38.521,28.174,6.99,1.9
15-10-2023 01:51:37,39.46,36.658,13.01,1.8
15-10-2023 02:07:49,37.844,36.239,7.11,1.0
15-10-2023 02:16:42,37.872,36.418,7.04,1.4
15-10-2023 02:16:44,37.659,37.207,6.72,1.4
15-10-2023 02:17:30,38.538,28.169,6.97,0.9
15-10-2023 02:18:48,38.512,28.19,6.98,1.2
15-10-2023 02:23:49,34.899,25.879,10.95,2.0
15-10-2023 02:30:55,38.264,38.154,7.01,1.2
15-10-2023 02:31:24,36.578,28.366,7.2,1.4
15-10-2023 02:41:34,39.059,44.166,6.71,0.9
15-10-2023 02:42:01,37.474,29.652,7.08,1.4
15-10-2023 02:44:35,37.319,28.086,6.99,1.0
15-10-2023 03:05:48,38.001,29.089,7.99,0.9
15-10-2023 03:08:15,37.611,35.851,12.08,2.1
15-10-2023 03:15:50,38.016,37.674,6.07,1.2
15-10-2023 03:19:08,38.106,38.481,7,0.8
15-10-2023 03:29:07,40.184,31.843,6.92,1.5
15-10-2023 03:39:44,38.083,38.471,7,0.8
15-10-2023 03:44:08,36.358,36.155,6.94,1.8
15-10-2023 03:45:59,38.579,40.707,18.78,1.8
15-10-2023 03:46:22,35.961,28.07,12.2,1.9
15-10-2023 03:53:40,37.217,36.967,7,1.3
15-10-2023 03:58:54,40.12,42.066,6.78,2.8
15-10-2023 04:04:48,38.539,28.188,6.95,1.0
15-10-2023 04:10:46,40.587,33.268,6.23,0.9
15-10-2023 04:13:03,35.734,26.951,8.83,2.3
15-10-2023 04:14:02,38.687,38.128,7,1.0
15-10-2023 04:17:28,37.858,36.655,10.46,3.1
15-10-2023 04:32:51,40.471,26.352,6.99,2.6
15-10-2023 04:44:08,36.267,36.124,6.54,1.5
15-10-2023 05:11:31,37.889,36.21,7,1.9
15-10-2023 05:39:32,38.128,37.772,7,1.9
15-10-2023 05:44:57,40.892,31.74,7.02,1.4
15-10-2023 07:41:42,38.264,38.165,7,1.9
15-10-2023 08:05:27,39.455,27.826,7.55,1.3
15-10-2023 08:16:53,40.7,30.628,5.05,1.2
15-10-2023 08:23:00,39.361,29.331,10.7,1.3
15-10-2023 08:29:56,37.844,36.678,7.03,1.6
15-10-2023 08:38:47,37.829,29.053,7,1.3
15-10-2023 09:18:10,37.207,35.475,11.29,1.6
15-10-2023 09:32:06,37.811,36.3,7,2.2
15-10-2023 09:47:11,37.947,27.129,7,1.3
15-10-2023 10:14:15,37.82,36.197,7.05,2.0
15-10-2023 10:45:21,39.7,29.017,7.19,1.4
15-10-2023 11:16:54,36.846,35.9,12.43,1.6
15-10-2023 11:25:52,38.205,37.278,3.53,2.1
15-10-2023 11:31:18,38.219,38.744,14.73,1.3
15-10-2023 12:06:52,36.173,33.522,7,1.6
15-10-2023 12:40:14,37.889,36.247,16.23,1.7
15-10-2023 12:41:30,35.189,33.766,59.59,2.6
15-10-2023 12:52:18,38.046,36.635,7,1.7
15-10-2023 13:34:11,38.149,38.549,7.03,3.6
15-10-2023 13:48:46,38.087,37.812,5.13,1.8
15-10-2023 13:55:27,37.927,36.199,6.59,1.4
15-10-2023 14:37:41,37.789,36.225,7,2.4
15-10-2023 15:20:14,39.263,26.727,6.25,1.6
15-10-2023 15:27:00,38.087,38.526,7,1.3
15-10-2023 15:29:11,38.378,37.531,5.98,1.6
15-10-2023 15:30:24,37.117,36.669,5.22,2.2
15-10-2023 16:26:25,39.11,33.06,7,1.9
15-10-2023 17:06:14,37.87,36.654,7,2.7
15-10-2023 17:19:26,37.828,36.305,7,2.1
15-10-2023 17:48:53,38.282,38.127,7.11,1.9
15-10-2023 18:01:24,38.151,38.521,7,1.4
15-10-2023 19:27:34,38.303,36.38,8.62,3.3
15-10-2023 19:48:39,39.974,38.662,7,1.2
15-10-2023 19:54:16,37.261,36.993,7.08,1.3
15-10-2023 19:57:33,40.776,31.005,5.39,3.9
15-10-2023 20:10:19,37.722,29.201,7,0.9
15-10-2023 20:25:14,39.551,28.958,7,1.2
15-10-2023 20:39:47,40.775,31.008,5.08,1.7
15-10-2023 20:47:02,38.351,36.492,6.63,2.7
15-10-2023 20:56:23,38.123,37.878,7.09,2.2
15-10-2023 22:08:28,38.226,38.707,8.25,1.3
15-10-2023 22:14:57,37.512,37.091,7.73,1.5
15-10-2023 22:37:21,38.528,28.161,7,1.4
15-10-2023 22:38:53,39.277,26.742,9.46,1.7
15-10-2023 23:01:21,38.32,38.766,8.45,1.4
15-10-2023 23:08:40,40.941,33.552,15.79,2.2
15-10-2023 23:09:43,37.238,37.037,4.28,2.2
15-10-2023 23:27:11,37.21,29.001,11.58,1.9
16-10-2023 00:13:19,38.329,27.193,9.16,1.3
16-10-2023 00:22:50,38.32,37.377,7.05,1.4
16-10-2023 00:31:28,38.335,37.776,7,1.7
16-10-2023 00:44:12,37.882,27.62,6.96,0.9
16-10-2023 00:49:19,38.159,39.171,7,0.8
16-10-2023 00:57:31,38.56,40.432,6.95,2.2
16-10-2023 01:09:05,38.874,43.569,10.32,1.9
16-10-2023 01:25:07,37.537,37.177,8.3,1.1
16-10-2023 01:32:13,37.709,34.719,7,1.5
16-10-2023 01:33:43,37.503,37.126,7,1.1
16-10-2023 01:37:09,40.222,31.863,7.1,1.2
16-10-2023 01:40:30,38.091,38.441,7,0.9
16-10-2023 02:05:54,37.557,26.716,7,1.2
16-10-2023 02:17:52,38.309,38.892,7,1.6
16-10-2023 02:28:07,37.759,35.612,7.01,1.4
16-10-2023 02:36:37,38.215,38.661,9.11,1.4
16-10-2023 02:45:29,36.002,31.558,8.4,1.7
16-10-2023 02:47:51,37.972,27.119,7,1.4
16-10-2023 03:16:00,37.209,36.961,5.02,1.7
16-10-2023 03:21:31,37.612,35.866,6.97,2.1
16-10-2023 03:22:16,37.634,35.861,7.01,1.6
16-10-2023 03:27:43,36.561,27.719,69.39,2.4
16-10-2023 03:34:31,37.982,38.141,7,0.6
16-10-2023 03:34:40,37.632,35.859,7,1.4
16-10-2023 03:38:46,38.676,39.11,5.48,1.0
16-10-2023 03:40:06,38.284,39.427,5.13,1.5
16-10-2023 04:00:31,37.601,35.859,7,0.7
16-10-2023 04:03:23,37.441,37.035,11.83,1.3
16-10-2023 04:13:32,38.378,37.401,6.96,1.6
16-10-2023 04:40:06,37.111,36.922,7,0.9
16-10-2023 04:42:17,36.22,36.02,7,1.1
16-10-2023 04:42:53,38.674,38.156,7,1.3
